,YearMonthDay,Year,Month,YearMonth,reporterCode,flowCode,partnerISO,HS4,HS4 Description,cifvalue,fobvalue,primaryValue
C,20200201,2020,2,202002,USA,Export,Fr. South Antarctic Terr.,TOTAL,All Commodities,111722,111722,4
C,20200201,2020,2,202002,USA,Export,Djibouti,TOTAL,All Commodities,54054730,54054730,4
C,20200201,2020,2,202002,USA,Export,Gabon,TOTAL,All Commodities,7547934,7547934,4
C,20200201,2020,2,202002,USA,Export,Georgia,TOTAL,All Commodities,53721138,53721138,4
C,20200201,2020,2,202002,USA,Export,Gambia,TOTAL,All Commodities,4220814,4220814,4
C,20200201,2020,2,202002,USA,Export,State of Palestine,TOTAL,All Commodities,547197,547197,4
C,20200201,2020,2,202002,USA,Export,Germany,TOTAL,All Commodities,4988840000,4988840000,4
C,20200201,2020,2,202002,USA,Export,Ghana,TOTAL,All Commodities,61978645,61978645,4
C,20200201,2020,2,202002,USA,Export,Gibraltar,TOTAL,All Commodities,245889666,245889666,4
C,20200201,2020,2,202002,USA,Export,Kiribati,TOTAL,All Commodities,163942,163942,4
C,20200201,2020,2,202002,USA,Export,Greece,TOTAL,All Commodities,139910699,139910699,4
C,20200201,2020,2,202002,USA,Export,Greenland,TOTAL,All Commodities,30124,30124,4
C,20200201,2020,2,202002,USA,Export,Grenada,TOTAL,All Commodities,8608747,8608747,4
C,20200201,2020,2,202002,USA,Export,Guatemala,TOTAL,All Commodities,683485417,683485417,4
C,20200201,2020,2,202002,USA,Export,Guinea,TOTAL,All Commodities,6496806,6496806,4
C,20200201,2020,2,202002,USA,Export,Guyana,TOTAL,All Commodities,49481145,49481145,4
C,20200201,2020,2,202002,USA,Export,Haiti,TOTAL,All Commodities,100645336,100645336,4
C,20200201,2020,2,202002,USA,Export,Holy See (Vatican City State),TOTAL,All Commodities,89449,89449,4
C,20200201,2020,2,202002,USA,Export,Honduras,TOTAL,All Commodities,459545637,459545637,4
C,20200201,2020,2,202002,USA,Export,"China, Hong Kong SAR",TOTAL,All Commodities,1978230898,1978230898,4
C,20200201,2020,2,202002,USA,Export,Hungary,TOTAL,All Commodities,172567117,172567117,4
C,20200201,2020,2,202002,USA,Export,Iceland,TOTAL,All Commodities,25214292,25214292,4
C,20200201,2020,2,202002,USA,Export,Indonesia,TOTAL,All Commodities,701470299,701470299,4
C,20200201,2020,2,202002,USA,Export,Iran,TOTAL,All Commodities,3936782,3936782,4
C,20200201,2020,2,202002,USA,Export,Iraq,TOTAL,All Commodities,61941984,61941984,4
C,20200201,2020,2,202002,USA,Export,Ireland,TOTAL,All Commodities,725344611,725344611,4
C,20200201,2020,2,202002,USA,Export,Israel,TOTAL,All Commodities,1205730957,1205730957,4
C,20200201,2020,2,202002,USA,Export,Italy,TOTAL,All Commodities,2073085771,2073085771,4
C,20200201,2020,2,202002,USA,Export,Côte d'Ivoire,TOTAL,All Commodities,18883260,18883260,4
C,20200201,2020,2,202002,USA,Export,Jamaica,TOTAL,All Commodities,187982317,187982317,4
C,20200201,2020,2,202002,USA,Export,Japan,TOTAL,All Commodities,6087651341,6087651341,4
C,20200201,2020,2,202002,USA,Export,Kazakhstan,TOTAL,All Commodities,40363772,40363772,4
C,20200201,2020,2,202002,USA,Export,Jordan,TOTAL,All Commodities,179988323,179988323,4
C,20200201,2020,2,202002,USA,Export,Kenya,TOTAL,All Commodities,42341369,42341369,4
C,20200201,2020,2,202002,USA,Export,Rep. of Korea,TOTAL,All Commodities,4483970828,4483970828,4
C,20200201,2020,2,202002,USA,Export,Kuwait,TOTAL,All Commodities,196092481,196092481,4
C,20200201,2020,2,202002,USA,Export,Kyrgyzstan,TOTAL,All Commodities,1706485,1706485,4
C,20200201,2020,2,202002,USA,Export,Lao People's Dem. Rep.,TOTAL,All Commodities,1624707,1624707,4
C,20200201,2020,2,202002,USA,Export,Lebanon,TOTAL,All Commodities,97557017,97557017,4
C,20200201,2020,2,202002,USA,Export,Lesotho,TOTAL,All Commodities,430576,430576,4
C,20200201,2020,2,202002,USA,Export,Latvia,TOTAL,All Commodities,23483682,23483682,4
C,20200201,2020,2,202002,USA,Export,Liberia,TOTAL,All Commodities,7035083,7035083,4
C,20200201,2020,2,202002,USA,Export,Libya,TOTAL,All Commodities,50573021,50573021,4
C,20200201,2020,2,202002,USA,Export,Lithuania,TOTAL,All Commodities,70117343,70117343,4
C,20200201,2020,2,202002,USA,Export,Luxembourg,TOTAL,All Commodities,81788589,81788589,4
C,20200201,2020,2,202002,USA,Export,"China, Macao SAR",TOTAL,All Commodities,13808774,13808774,4
C,20200201,2020,2,202002,USA,Export,Madagascar,TOTAL,All Commodities,3750363,3750363,4
C,20200201,2020,2,202002,USA,Export,Malawi,TOTAL,All Commodities,1523514,1523514,4
C,20200201,2020,2,202002,USA,Export,Malaysia,TOTAL,All Commodities,1132980645,1132980645,4
C,20200201,2020,2,202002,USA,Export,Maldives,TOTAL,All Commodities,2388267,2388267,4
C,20200201,2020,2,202002,USA,Export,Mali,TOTAL,All Commodities,7292187,7292187,4
C,20200201,2020,2,202002,USA,Export,Malta,TOTAL,All Commodities,13740630,13740630,4
C,20200201,2020,2,202002,USA,Export,Mauritania,TOTAL,All Commodities,6789408,6789408,4
C,20200201,2020,2,202002,USA,Export,Mauritius,TOTAL,All Commodities,4345014,4345014,4
C,20200201,2020,2,202002,USA,Export,Mexico,TOTAL,All Commodities,19397470423,19397470423,4
C,20200201,2020,2,202002,USA,Export,"Other Asia, nes",TOTAL,All Commodities,2736414195,2736414195,4
C,20200201,2020,2,202002,USA,Export,Mongolia,TOTAL,All Commodities,15019503,15019503,4
C,20200201,2020,2,202002,USA,Export,Rep. of Moldova,TOTAL,All Commodities,2052226,2052226,4
C,20200201,2020,2,202002,USA,Export,Montenegro,TOTAL,All Commodities,909594,909594,4
C,20200201,2020,2,202002,USA,Export,Montserrat,TOTAL,All Commodities,2155373,2155373,4
C,20200201,2020,2,202002,USA,Export,Morocco,TOTAL,All Commodities,283592065,283592065,4
C,20200201,2020,2,202002,USA,Export,Mozambique,TOTAL,All Commodities,12600865,12600865,4
C,20200201,2020,2,202002,USA,Export,Oman,TOTAL,All Commodities,103702798,103702798,4
C,20200201,2020,2,202002,USA,Export,Namibia,TOTAL,All Commodities,6763761,6763761,4
C,20200201,2020,2,202002,USA,Export,Nauru,TOTAL,All Commodities,16686,16686,4
C,20200201,2020,2,202002,USA,Export,Nepal,TOTAL,All Commodities,16118593,16118593,4
C,20200201,2020,2,202002,USA,Export,Netherlands,TOTAL,All Commodities,4726077921,4726077921,4
C,20200201,2020,2,202002,USA,Export,Curaçao,TOTAL,All Commodities,35644914,35644914,4
C,20200201,2020,2,202002,USA,Export,Aruba,TOTAL,All Commodities,37115050,37115050,4
C,20200201,2020,2,202002,USA,Export,Sint Maarten,TOTAL,All Commodities,57982746,57982746,4
C,20200201,2020,2,202002,USA,Export,New Caledonia,TOTAL,All Commodities,2544138,2544138,4
C,20200201,2020,2,202002,USA,Export,Vanuatu,TOTAL,All Commodities,229361,229361,4
C,20200201,2020,2,202002,USA,Export,New Zealand,TOTAL,All Commodities,358847360,358847360,4
C,20200201,2020,2,202002,USA,Export,Nicaragua,TOTAL,All Commodities,113480533,113480533,4
C,20200201,2020,2,202002,USA,Export,Niger,TOTAL,All Commodities,11536520,11536520,4
C,20200201,2020,2,202002,USA,Export,Nigeria,TOTAL,All Commodities,244224474,244224474,4
C,20200201,2020,2,202002,USA,Export,Niue,TOTAL,All Commodities,32966,32966,0
C,20200201,2020,2,202002,USA,Export,Norfolk Isds,TOTAL,All Commodities,49012,49012,4
C,20200201,2020,2,202002,USA,Export,Norway,TOTAL,All Commodities,323188998,323188998,4
C,20200201,2020,2,202002,USA,Export,FS Micronesia,TOTAL,All Commodities,3182233,3182233,4
C,20200201,2020,2,202002,USA,Export,Marshall Isds,TOTAL,All Commodities,6237412,6237412,4
C,20200201,2020,2,202002,USA,Export,Palau,TOTAL,All Commodities,1931774,1931774,4
C,20200201,2020,2,202002,USA,Export,Pakistan,TOTAL,All Commodities,313336113,313336113,4
C,20200201,2020,2,202002,USA,Export,Panama,TOTAL,All Commodities,815915576,815915576,4
C,20200201,2020,2,202002,USA,Export,Papua New Guinea,TOTAL,All Commodities,5436768,5436768,4
C,20200201,2020,2,202002,USA,Export,Paraguay,TOTAL,All Commodities,137925753,137925753,4
C,20200201,2020,2,202002,USA,Export,Peru,TOTAL,All Commodities,857346110,857346110,4
C,20200201,2020,2,202002,USA,Export,Philippines,TOTAL,All Commodities,718352809,718352809,4
C,20200201,2020,2,202002,USA,Export,Poland,TOTAL,All Commodities,405465409,405465409,4
C,20200201,2020,2,202002,USA,Export,Portugal,TOTAL,All Commodities,139107920,139107920,4
C,20200201,2020,2,202002,USA,Export,Guinea-Bissau,TOTAL,All Commodities,4019,4019,4
C,20200201,2020,2,202002,USA,Export,Timor-Leste,TOTAL,All Commodities,4450075,4450075,4
C,20200201,2020,2,202002,USA,Export,Qatar,TOTAL,All Commodities,314248177,314248177,4
C,20200201,2020,2,202002,USA,Export,Romania,TOTAL,All Commodities,66290519,66290519,4
C,20200201,2020,2,202002,USA,Export,Russian Federation,TOTAL,All Commodities,406671378,406671378,4
C,20200201,2020,2,202002,USA,Export,Rwanda,TOTAL,All Commodities,1018402,1018402,4
C,20200201,2020,2,202002,USA,Export,Saint Helena,TOTAL,All Commodities,3029,3029,0
C,20200201,2020,2,202002,USA,Export,Saint Kitts and Nevis,TOTAL,All Commodities,15281757,15281757,4
C,20200201,2020,2,202002,USA,Export,Anguilla,TOTAL,All Commodities,4018631,4018631,4
C,20200201,2020,2,202002,USA,Export,Saint Lucia,TOTAL,All Commodities,38732584,38732584,4
C,20200201,2020,2,202002,USA,Export,Saint Vincent and the Grenadines,TOTAL,All Commodities,4884376,4884376,4
C,20200201,2020,2,202002,USA,Export,San Marino,TOTAL,All Commodities,251902,251902,4
C,20200201,2020,2,202002,USA,Export,Sao Tome and Principe,TOTAL,All Commodities,77199,77199,4
C,20200201,2020,2,202002,USA,Export,Saudi Arabia,TOTAL,All Commodities,1147566815,1147566815,4
C,20200201,2020,2,202002,USA,Export,Senegal,TOTAL,All Commodities,15690282,15690282,4
C,20200201,2020,2,202002,USA,Export,Serbia,TOTAL,All Commodities,11081225,11081225,4
C,20200201,2020,2,202002,USA,Export,Seychelles,TOTAL,All Commodities,853863,853863,4
C,20200201,2020,2,202002,USA,Export,Sierra Leone,TOTAL,All Commodities,5922787,5922787,4
C,20200201,2020,2,202002,USA,Export,India,TOTAL,All Commodities,3233843854,3233843854,4
C,20200201,2020,2,202002,USA,Export,Singapore,TOTAL,All Commodities,2709807235,2709807235,4
C,20200201,2020,2,202002,USA,Export,Slovakia,TOTAL,All Commodities,29396988,29396988,4
C,20200201,2020,2,202002,USA,Export,Viet Nam,TOTAL,All Commodities,999211879,999211879,4
C,20200201,2020,2,202002,USA,Export,Slovenia,TOTAL,All Commodities,17296437,17296437,4
C,20200201,2020,2,202002,USA,Export,Somalia,TOTAL,All Commodities,7993866,7993866,4
C,20200201,2020,2,202002,USA,Export,South Africa,TOTAL,All Commodities,415677632,415677632,4
C,20200201,2020,2,202002,USA,Export,Zimbabwe,TOTAL,All Commodities,1658328,1658328,4
C,20200201,2020,2,202002,USA,Export,Spain,TOTAL,All Commodities,1305692988,1305692988,4
C,20200201,2020,2,202002,USA,Export,South Sudan,TOTAL,All Commodities,514283,514283,4
C,20200201,2020,2,202002,USA,Export,Sudan,TOTAL,All Commodities,555619,555619,4
C,20200201,2020,2,202002,USA,Export,Suriname,TOTAL,All Commodities,26977666,26977666,4
C,20200201,2020,2,202002,USA,Export,Eswatini,TOTAL,All Commodities,1989561,1989561,4
C,20200201,2020,2,202002,USA,Export,Sweden,TOTAL,All Commodities,390918337,390918337,4
C,20200201,2020,2,202002,USA,Export,Switzerland,TOTAL,All Commodities,1281389730,1281389730,4
C,20200201,2020,2,202002,USA,Export,Syria,TOTAL,All Commodities,326650,326650,4
C,20200201,2020,2,202002,USA,Export,Tajikistan,TOTAL,All Commodities,734602,734602,4
C,20200201,2020,2,202002,USA,Export,Thailand,TOTAL,All Commodities,1321881910,1321881910,4
C,20200201,2020,2,202002,USA,Export,Togo,TOTAL,All Commodities,5502059,5502059,4
C,20200201,2020,2,202002,USA,Export,Tokelau,TOTAL,All Commodities,5807,5807,0
C,20200201,2020,2,202002,USA,Export,Tonga,TOTAL,All Commodities,127804,127804,4
C,20200201,2020,2,202002,USA,Export,Trinidad and Tobago,TOTAL,All Commodities,221374971,221374971,4
C,20200201,2020,2,202002,USA,Export,United Arab Emirates,TOTAL,All Commodities,1725974975,1725974975,4
C,20200201,2020,2,202002,USA,Export,Tunisia,TOTAL,All Commodities,33633811,33633811,4
C,20200201,2020,2,202002,USA,Export,Türkiye,TOTAL,All Commodities,1156302679,1156302679,4
C,20200201,2020,2,202002,USA,Export,Turkmenistan,TOTAL,All Commodities,1067190,1067190,4
C,20200201,2020,2,202002,USA,Export,Turks and Caicos Isds,TOTAL,All Commodities,30873757,30873757,4
C,20200201,2020,2,202002,USA,Export,Tuvalu,TOTAL,All Commodities,197139,197139,4
C,20200201,2020,2,202002,USA,Export,Uganda,TOTAL,All Commodities,7850272,7850272,4
C,20200201,2020,2,202002,USA,Export,Ukraine,TOTAL,All Commodities,145318174,145318174,4
C,20200201,2020,2,202002,USA,Export,North Macedonia,TOTAL,All Commodities,5177690,5177690,4
C,20200201,2020,2,202002,USA,Export,Egypt,TOTAL,All Commodities,383074494,383074494,4
C,20200201,2020,2,202002,USA,Export,United Kingdom,TOTAL,All Commodities,6484873667,6484873667,4
C,20200201,2020,2,202002,USA,Export,United Rep. of Tanzania,TOTAL,All Commodities,5244676,5244676,4
C,20200201,2020,2,202002,USA,Export,Burkina Faso,TOTAL,All Commodities,3924361,3924361,4
C,20200201,2020,2,202002,USA,Export,Uruguay,TOTAL,All Commodities,131467573,131467573,4
C,20200201,2020,2,202002,USA,Export,Uzbekistan,TOTAL,All Commodities,14085381,14085381,4
C,20200201,2020,2,202002,USA,Export,Venezuela,TOTAL,All Commodities,108777254,108777254,4
C,20200201,2020,2,202002,USA,Export,Samoa,TOTAL,All Commodities,696900,696900,4
C,20200201,2020,2,202002,USA,Export,Yemen,TOTAL,All Commodities,15819557,15819557,4
C,20200201,2020,2,202002,USA,Export,Zambia,TOTAL,All Commodities,3911985,3911985,4
C,20200301,2020,3,202003,USA,Export,Afghanistan,TOTAL,All Commodities,40559691,40559691,4
C,20200301,2020,3,202003,USA,Export,Albania,TOTAL,All Commodities,5599381,5599381,4
C,20200301,2020,3,202003,USA,Export,Algeria,TOTAL,All Commodities,87286806,87286806,4
C,20200301,2020,3,202003,USA,Export,Andorra,TOTAL,All Commodities,681864,681864,4
C,20200301,2020,3,202003,USA,Export,Angola,TOTAL,All Commodities,34862668,34862668,4
C,20200301,2020,3,202003,USA,Export,Antigua and Barbuda,TOTAL,All Commodities,27484183,27484183,4
C,20200301,2020,3,202003,USA,Export,Azerbaijan,TOTAL,All Commodities,15781680,15781680,4
C,20200301,2020,3,202003,USA,Export,Argentina,TOTAL,All Commodities,559452556,559452556,4
C,20200301,2020,3,202003,USA,Export,Australia,TOTAL,All Commodities,2160204398,2160204398,4
C,20200301,2020,3,202003,USA,Export,Austria,TOTAL,All Commodities,364840700,364840700,4
C,20200301,2020,3,202003,USA,Export,Bahamas,TOTAL,All Commodities,296690840,296690840,4
C,20200301,2020,3,202003,USA,Export,Bahrain,TOTAL,All Commodities,84547652,84547652,4
C,20200301,2020,3,202003,USA,Export,Bangladesh,TOTAL,All Commodities,218672953,218672953,4
C,20200301,2020,3,202003,USA,Export,Armenia,TOTAL,All Commodities,1640042,1640042,4
C,20200301,2020,3,202003,USA,Export,Barbados,TOTAL,All Commodities,45769273,45769273,4
C,20200301,2020,3,202003,USA,Export,Belgium,TOTAL,All Commodities,2631766432,2631766432,4
C,20200301,2020,3,202003,USA,Export,Bermuda,TOTAL,All Commodities,42144324,42144324,4
C,20200301,2020,3,202003,USA,Export,Bhutan,TOTAL,All Commodities,128995,128995,4
C,20200301,2020,3,202003,USA,Export,Bolivia (Plurinational State of),TOTAL,All Commodities,35051504,35051504,4
C,20200301,2020,3,202003,USA,Export,Bosnia Herzegovina,TOTAL,All Commodities,1504333,1504333,4
C,20200301,2020,3,202003,USA,Export,Botswana,TOTAL,All Commodities,7523485,7523485,4
C,20200301,2020,3,202003,USA,Export,Brazil,TOTAL,All Commodities,3545286380,3545286380,4
C,20200301,2020,3,202003,USA,Export,Belize,TOTAL,All Commodities,30637219,30637219,4
C,20200301,2020,3,202003,USA,Export,Br. Indian Ocean Terr.,TOTAL,All Commodities,1084133,1084133,4
C,20200301,2020,3,202003,USA,Export,Solomon Isds,TOTAL,All Commodities,330682,330682,4
C,20200301,2020,3,202003,USA,Export,Br. Virgin Isds,TOTAL,All Commodities,17858446,17858446,4
C,20200301,2020,3,202003,USA,Export,Brunei Darussalam,TOTAL,All Commodities,14278393,14278393,4
C,20200301,2020,3,202003,USA,Export,Bulgaria,TOTAL,All Commodities,35539117,35539117,4
C,20200301,2020,3,202003,USA,Export,Myanmar,TOTAL,All Commodities,32289912,32289912,4
C,20200301,2020,3,202003,USA,Export,Burundi,TOTAL,All Commodities,227788,227788,4
C,20200301,2020,3,202003,USA,Export,Belarus,TOTAL,All Commodities,13094791,13094791,4
C,20200301,2020,3,202003,USA,Export,Cambodia,TOTAL,All Commodities,31928133,31928133,4
C,20200301,2020,3,202003,USA,Export,Cameroon,TOTAL,All Commodities,13156626,13156626,4
C,20200301,2020,3,202003,USA,Export,Canada,TOTAL,All Commodities,23522242488,23522242488,4
C,20200301,2020,3,202003,USA,Export,Cabo Verde,TOTAL,All Commodities,779931,779931,4
C,20200301,2020,3,202003,USA,Export,Cayman Isds,TOTAL,All Commodities,74693176,74693176,4
C,20200301,2020,3,202003,USA,Export,Central African Rep.,TOTAL,All Commodities,2379659,2379659,4
C,20200301,2020,3,202003,USA,Export,Sri Lanka,TOTAL,All Commodities,32695155,32695155,4
C,20200301,2020,3,202003,USA,Export,Chad,TOTAL,All Commodities,6605976,6605976,4
C,20200301,2020,3,202003,USA,Export,Chile,TOTAL,All Commodities,1495498593,1495498593,4
C,20200301,2020,3,202003,USA,Export,China,TOTAL,All Commodities,7971886841,7971886841,4
C,20200301,2020,3,202003,USA,Export,Christmas Isds,TOTAL,All Commodities,462263,462263,4
C,20200301,2020,3,202003,USA,Export,Cocos Isds,TOTAL,All Commodities,11088,11088,4
C,20200301,2020,3,202003,USA,Export,Colombia,TOTAL,All Commodities,1319298693,1319298693,4
C,20200301,2020,3,202003,USA,Export,Comoros,TOTAL,All Commodities,117423,117423,4
C,20200301,2020,3,202003,USA,Export,Congo,TOTAL,All Commodities,13463099,13463099,4
C,20200301,2020,3,202003,USA,Export,Dem. Rep. of the Congo,TOTAL,All Commodities,9993680,9993680,4
C,20200301,2020,3,202003,USA,Export,Cook Isds,TOTAL,All Commodities,436761,436761,4
C,20200301,2020,3,202003,USA,Export,Costa Rica,TOTAL,All Commodities,606082933,606082933,4
C,20200301,2020,3,202003,USA,Export,Croatia,TOTAL,All Commodities,18335708,18335708,4
C,20200301,2020,3,202003,USA,Export,Cuba,TOTAL,All Commodities,17300400,17300400,4
C,20200301,2020,3,202003,USA,Export,Cyprus,TOTAL,All Commodities,12143481,12143481,4
C,20200301,2020,3,202003,USA,Export,Czechia,TOTAL,All Commodities,261722273,261722273,4
C,20200301,2020,3,202003,USA,Export,Benin,TOTAL,All Commodities,18853558,18853558,4
C,20200301,2020,3,202003,USA,Export,Denmark,TOTAL,All Commodities,345508454,345508454,4
C,20200301,2020,3,202003,USA,Export,Dominica,TOTAL,All Commodities,21899048,21899048,4
C,20200301,2020,3,202003,USA,Export,Dominican Rep.,TOTAL,All Commodities,756708804,756708804,4
C,20200301,2020,3,202003,USA,Export,Ecuador,TOTAL,All Commodities,388949657,388949657,4
C,20200301,2020,3,202003,USA,Export,El Salvador,TOTAL,All Commodities,250799667,250799667,4
C,20200301,2020,3,202003,USA,Export,Equatorial Guinea,TOTAL,All Commodities,9069153,9069153,4
C,20200301,2020,3,202003,USA,Export,Ethiopia,TOTAL,All Commodities,172226618,172226618,4
C,20200301,2020,3,202003,USA,Export,Eritrea,TOTAL,All Commodities,318007,318007,4
C,20200301,2020,3,202003,USA,Export,Estonia,TOTAL,All Commodities,39946111,39946111,4
C,20200301,2020,3,202003,USA,Export,Faroe Isds,TOTAL,All Commodities,216487,216487,4
C,20200301,2020,3,202003,USA,Export,Fiji,TOTAL,All Commodities,3526863,3526863,4
C,20200301,2020,3,202003,USA,Export,Finland,TOTAL,All Commodities,139630946,139630946,4
C,20200301,2020,3,202003,USA,Export,France,TOTAL,All Commodities,3453802348,3453802348,4
C,20200301,2020,3,202003,USA,Export,French Polynesia,TOTAL,All Commodities,12742152,12742152,4
C,20200301,2020,3,202003,USA,Export,Fr. South Antarctic Terr.,TOTAL,All Commodities,55969,55969,0
C,20200301,2020,3,202003,USA,Export,Djibouti,TOTAL,All Commodities,11486558,11486558,4
C,20200301,2020,3,202003,USA,Export,Gabon,TOTAL,All Commodities,14422230,14422230,4
C,20200301,2020,3,202003,USA,Export,Georgia,TOTAL,All Commodities,63637697,63637697,4
C,20200301,2020,3,202003,USA,Export,Gambia,TOTAL,All Commodities,5690718,5690718,4
